"GISJOIN","YEAR","STUSAB","REGIONA","DIVISIONA","STATE","STATEA","COUNTY","COUNTYA","COUSUBA","PLACEA","TRACTA","CONCITA","AIANHHA","RES_ONLYA","TRUSTA","AIHHTLI","AITSCEA","ANRCA","CBSAA","CSAA","METDIVA","NECTAA","CNECTAA","NECTADIVA","UAA","CDCURRA","SLDUA","SLDLA","ZCTA5A","SUBMCDA","SDELMA","SDSECA","SDUNIA","PCI","PUMAA","GEOID","NAME","BTTRA","AM0KE001","AM0KE002","AM0KE003","AM0KE004","AM0KE005","AM0KE006","AM63E001","AM63E002","AM63E003","AM63E004","AM63E005","AM63E006","AM63E007","AM63E008","AM63E009","AM63E010","AM63E011","AM63E012","AM63E013","AM63E014","AM63E015","AM63E016","AM63E017","AM63E018","AM63E019","AM63E020","AM63E021","AM63E022","AM63E023","AM63E024","AM63E025","AM63E026","AM63E027","AM63E028","AM63E029","AM63E030","AM63E031","AM63E032","AM63E033","AM63E034","AM63E035","AM63E036","AM63E037","AM63E038","AM63E039","AM63E040","AM63E041","AM63E042","AM63E043","AM63E044","AM63E045","AM63E046","AM63E047","AM63E048","AM63E049","AM63E050","AM63E051","AM63E052","AM63E053","AM63E054","AM63E055","AM63E056","AM63E057","AM63E058","AM63E059","AM70E001","AM70E002","AM70E003","AM70E004","AM70E005","AM70E006","AM70E007","AM70E008","AM70E009","AM70E010","AM70E011","AM70E012","AM70E013","AM70E014","AM70E015","AM70E016","AM70E017","AM8FE001","AM8FE002","AM8FE003","AM8FE004","AM8FE005","AM8FE006","AM8FE007","AM8FE008","AM8FE009","AM8FE010","AM8FE011","AM8FE012","AM8FE013","AM8FE014","AM8FE015","AM8FE016","AM8FE017","AM8FE018","AM8FE019","AM8FE020","AM8FE021","AM8FE022","AM8FE023","AM8FE024","AM8FE025","AM8FE026","AM8FE027","AM8FE028","AM8FE029","AM8FE030","AM8FE031","AM8FE032","AM8FE033","AM8FE034","AM8FE035","AM8FE036","AM8FE037","AM8FE038","AM8FE039","AM9SE001","FIPS"
"G5100710","2016-2020","VA","","","Virginia","51","Giles County","071","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51071","Giles County, Virginia","","16760","16458","10","73","68","151","16582","1631","735","75","29","35","48","18","15","114","69","66","72","76","76","42","896","43","30","76","11","44","10","35","248","106","91","62","112","28","14951","7353","340","90","524","215","150","140","477","832","941","1084","1087","912","561","7598","380","89","593","157","105","153","551","759","791","1165","1089","960","806","16582","1631","177","111","146","888","239","55","15","14951","899","1117","920","7649","2999","901","466","16637","8117","416","0","416","1299","75","1224","1485","25","1460","3326","429","2897","988","225","763","603","255","348","8520","449","0","449","1268","104","1164","1593","76","1517","3304","280","3024","1072","198","874","834","532","302","0.3827","51071"
"G5100730","2016-2020","VA","","","Virginia","51","Gloucester County","073","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51073","Gloucester County, Virginia","","37362","35840","93","875","410","144","36774","2914","1003","82","0","161","143","18","19","97","83","107","46","145","60","42","1911","156","0","192","65","17","71","124","198","322","303","245","100","118","33860","17057","629","158","878","807","207","491","1152","2218","2090","2477","2856","1947","1147","16803","673","154","1182","359","314","284","1229","1879","1831","2359","2956","2132","1451","36774","2914","238","353","333","1440","390","135","25","33860","1614","2060","2462","18310","6816","2034","564","36830","17974","872","0","872","2936","300","2636","3404","213","3191","7566","1266","6300","2007","643","1364","1189","507","682","18856","969","0","969","2647","241","2406","3430","263","3167","8009","1232","6777","2232","642","1590","1569","791","778","0.3811","51073"
"G5100750","2016-2020","VA","","","Virginia","51","Goochland County","075","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51075","Goochland County, Virginia","","23472","22187","66","297","692","230","22318","974","266","0","0","0","11","36","9","3","17","2","29","116","21","22","708","2","0","22","0","9","9","172","69","43","56","112","42","172","21344","10835","555","113","813","329","206","155","974","871","1039","1506","1830","1597","847","10509","357","33","698","285","150","242","565","914","1123","1724","1947","1720","751","22318","974","2","22","74","516","166","106","88","21344","1058","1511","1367","10768","5042","1313","285","22382","11153","588","0","588","1691","139","1552","1865","59","1806","4522","310","4212","1618","514","1104","869","329","540","11229","371","0","371","1448","58","1390","1720","72","1648","5005","549","4456","1762","336","1426","923","400","523","0.4837","51075"
"G5100770","2016-2020","VA","","","Virginia","51","Grayson County","077","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51077","Grayson County, Virginia","","15651","15124","34","84","218","191","14591","2386","1064","85","18","148","95","19","52","23","120","65","129","189","67","54","1322","77","0","125","97","40","33","41","221","216","119","135","114","104","12205","6043","223","116","277","92","66","105","440","571","623","882","959","1052","637","6162","309","5","304","161","83","65","457","435","552","955","1056","968","812","14591","2386","180","273","336","1042","397","102","56","12205","653","581","572","5915","3035","1212","237","14608","7124","315","0","315","998","125","873","1154","128","1026","2847","547","2300","1119","398","721","691","278","413","7484","386","0","386","913","82","831","1154","129","1025","3033","490","2543","1082","336","746","916","335","581","0.4700","51077"
"G5100790","2016-2020","VA","","","Virginia","51","Greene County","079","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51079","Greene County, Virginia","","19734","18623","0","295","411","405","19615","1922","693","125","0","98","51","16","44","43","67","81","50","25","68","25","1229","122","70","158","99","0","48","66","97","170","104","156","123","16","17693","8703","508","69","800","272","145","227","649","1069","1049","1224","1284","904","503","8990","558","65","709","260","106","128","575","1271","1140","1272","1204","1036","666","19615","1922","317","256","258","739","311","4","37","17693","1200","1509","1138","9429","3248","965","204","19582","9363","657","102","555","1722","130","1592","1798","193","1605","3686","527","3159","972","182","790","528","294","234","10219","680","0","680","1643","116","1527","2009","88","1921","4046","454","3592","1159","297","862","682","286","396","0.3913","51079"
"G5100810","2016-2020","VA","","","Virginia","51","Greensville County","081","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51081","Greensville County, Virginia","","11403","10987","35","128","134","119","8082","1108","425","20","0","51","0","0","17","14","41","75","114","25","59","9","683","41","0","224","2","0","0","55","127","4","91","10","76","53","6974","3393","206","0","280","131","7","63","311","650","225","473","395","411","241","3581","233","44","190","156","40","21","235","394","359","470","619","478","342","8082","1108","61","275","19","547","144","62","0","6974","483","470","418","3511","1509","417","166","8082","3818","226","0","226","549","59","490","1016","24","992","1307","162","1145","470","143","327","250","148","102","4264","274","0","274","677","36","641","811","93","718","1553","326","1227","554","100","454","395","231","164","0.4426","51081"
"G5100830","2016-2020","VA","","","Virginia","51","Halifax County","083","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51083","Halifax County, Virginia","","34295","33442","30","168","231","424","33540","5107","2023","165","24","113","15","0","39","191","276","100","155","374","394","177","3084","167","55","191","76","12","203","186","191","328","327","407","559","382","28433","13899","809","137","924","772","106","411","1087","1378","1515","1849","2019","1809","1083","14534","727","83","1063","417","147","327","1062","1549","1447","1924","2262","1887","1639","33540","5107","411","304","345","2207","1281","428","131","28433","1756","1987","2180","13965","5823","1930","792","33510","15892","974","17","957","2547","441","2106","2921","282","2639","5987","1372","4615","2203","569","1634","1260","476","784","17618","894","0","894","2574","244","2330","2988","299","2689","6695","1127","5568","2446","801","1645","2021","1288","733","0.4484","51083"
"G5100850","2016-2020","VA","","","Virginia","51","Hanover County","085","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51085","Hanover County, Virginia","","106538","101237","133","855","2468","1845","104759","5084","2341","179","6","274","91","52","114","442","281","167","242","261","158","74","2743","94","80","227","184","23","63","135","348","332","398","371","196","292","99675","49178","2711","467","3534","2475","878","1397","3980","4922","6108","7172","7295","5175","3064","50497","2288","515","3337","2076","671","1396","3499","5192","6208","7656","7811","5810","4038","104759","5084","359","501","527","2604","727","260","106","99675","5981","6871","8893","53016","17812","5085","2017","106129","52226","2914","27","2887","9435","473","8962","10180","732","9448","21226","2056","19170","5333","974","4359","3138","1426","1712","53903","2382","0","2382","8615","178","8437","9828","504","9324","22742","1752","20990","6006","1213","4793","4330","1830","2500","0.4190","51085"
"G5100870","2016-2020","VA","","","Virginia","51","Henrico County","087","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51087","Henrico County, Virginia","","330076","282508","707","4008","19497","23356","327079","28685","12111","1263","67","1351","849","258","614","932","1433","1366","995","1245","976","762","16574","1159","329","2125","635","355","507","1487","2136","2147","1302","1670","1225","1497","298394","142885","8982","1757","11162","5960","2040","3695","11791","21198","19693","19708","17963","12038","6898","155509","8501","1644","10047","5537","2227","3210","10964","22277","21009","22113","21537","15369","11074","327079","28685","2818","3476","3218","13223","3691","1268","991","298394","20884","21209","22669","169973","45687","12239","5733","327319","154871","10391","41","10350","27922","1868","26054","35112","2748","32364","60772","6071","54701","13014","2609","10405","7660","3701","3959","172448","9863","32","9831","26816","1391","25425","36838","1699","35139","69766","7478","62288","16594","3588","13006","12571","6120","6451","0.4673","51087"
"G5100890","2016-2020","VA","","","Virginia","51","Henry County","089","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51089","Henry County, Virginia","","51032","49262","228","165","938","439","50269","7852","3304","455","20","388","306","30","87","190","278","240","259","592","290","169","4548","221","160","423","134","118","129","265","661","452","682","556","277","470","42417","20760","771","102","1313","770","125","643","1526","1966","2357","3160","3233","2663","2131","21657","955","169","1186","643","369","301","1447","1873","2192","3055","3511","3253","2703","50269","7852","856","811","804","3559","1183","373","266","42417","1997","2499","2851","20986","9250","3665","1169","50404","24143","1254","2","1252","3835","138","3697","3960","324","3636","9841","2274","7567","2953","849","2104","2300","1110","1190","26261","1197","0","1197","3667","271","3396","4246","332","3914","10448","2504","7944","3530","1127","2403","3173","1820","1353","0.4381","51089"
"G5100910","2016-2020","VA","","","Virginia","51","Highland County","091","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51091","Highland County, Virginia","","2202","2149","0","8","45","0","2185","223","115","16","4","0","0","0","0","33","26","9","2","16","0","9","108","17","0","0","0","0","0","6","20","0","27","27","0","11","1962","831","45","0","34","3","4","3","44","35","53","91","140","232","147","1131","10","3","88","31","3","31","116","38","49","82","225","218","237","2185","223","37","0","0","148","18","15","5","1962","58","122","75","656","667","271","113","2202","950","61","0","61","52","7","45","138","50","88","311","35","276","232","93","139","156","67","89","1252","27","0","27","169","2","167","180","15","165","410","37","373","218","32","186","248","149","99","0.3850","51091"
"G5100930","2016-2020","VA","","","Virginia","51","Isle of Wight County","093","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51093","Isle of Wight County, Virginia","","37107","35243","92","389","684","699","36812","3474","1290","79","29","246","69","55","12","186","121","86","84","219","77","27","2184","153","127","193","143","0","76","251","301","266","237","212","110","115","33338","16859","933","155","1210","535","163","483","1227","1875","2066","2342","2846","1880","1144","16479","709","97","800","722","213","492","988","1655","2015","2449","2812","2111","1416","36812","3474","388","439","355","1716","434","74","68","33338","1894","2010","2608","17472","6794","2062","498","36668","17966","1012","26","986","2970","422","2548","3277","247","3030","7579","1291","6288","1957","347","1610","1171","629","542","18702","881","0","881","2940","176","2764","3168","147","3021","7961","1064","6897","2221","637","1584","1531","656","875","0.4351","51093"
"G5100950","2016-2020","VA","","","Virginia","51","James City County","095","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51095","James City County, Virginia","","76032","68999","506","1234","3164","2129","75145","4953","2528","197","0","355","106","0","53","471","301","232","318","200","151","144","2425","72","26","115","141","32","86","272","320","229","243","284","273","332","70192","33273","1520","332","2193","1374","606","747","2192","3208","4035","4129","4721","4620","3596","36919","1737","357","2082","1527","564","724","2487","3138","4116","4794","5520","5647","4226","75145","4953","295","470","418","2668","626","372","104","70192","3946","4275","5542","32694","15913","5945","1877","74506","35292","1762","0","1762","5788","267","5521","5870","443","5427","13361","1290","12071","4771","1176","3595","3740","1351","2389","39214","1809","0","1809","5654","148","5506","6171","584","5587","15102","1582","13520","5920","1248","4672","4558","1738","2820","0.4271","51095"
"G5100970","2016-2020","VA","","","Virginia","51","King and Queen County","097","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51097","King and Queen County, Virginia","","7011","6884","0","90","37","0","6995","910","552","73","0","102","45","25","51","0","17","113","0","37","89","0","358","70","0","26","0","0","24","10","28","11","30","23","82","54","6085","3029","136","54","120","62","0","38","176","347","294","572","539","439","252","3056","116","0","170","35","30","136","104","284","442","470","536","423","310","6995","910","143","128","145","236","204","30","24","6085","306","290","301","3412","1214","487","75","7011","3581","209","0","209","497","13","484","540","14","526","1555","125","1430","528","106","422","252","159","93","3430","202","0","202","421","40","381","426","15","411","1512","71","1441","505","208","297","364","120","244","0.4283","51097"
"G5100990","2016-2020","VA","","","Virginia","51","King George County","099","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51099","King George County, Virginia","","26679","25315","182","420","493","269","26292","1390","477","42","34","63","78","0","18","18","10","67","55","53","23","16","913","19","0","44","39","62","0","94","96","101","255","100","55","48","24902","12735","738","236","1251","344","75","426","1145","1599","1865","1774","1661","1003","618","12167","762","88","1078","667","142","371","853","1507","1758","1661","1611","1001","668","26292","1390","95","107","197","786","141","28","36","24902","1824","2329","2025","13938","3500","932","354","26075","12983","816","0","816","2572","137","2435","2552","166","2386","5383","551","4832","1026","257","769","634","249","385","13092","781","0","781","2504","47","2457","2549","262","2287","5486","576","4910","1056","139","917","716","299","417","0.3749","51099"
"G5101010","2016-2020","VA","","","Virginia","51","King William County","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51101","King William County, Virginia","","16985","16324","0","164","365","132","16884","1218","523","16","43","155","10","0","0","35","62","96","17","48","41","0","695","44","52","149","41","14","11","61","90","58","48","94","33","0","15666","7806","517","107","536","323","111","206","673","983","1001","1069","1103","757","420","7860","413","97","371","279","43","238","565","1067","1058","1122","1162","902","543","16884","1218","155","304","76","538","145","0","0","15666","1134","907","1200","8715","2747","715","248","16930","8329","533","0","533","1491","130","1361","1753","210","1543","3334","312","3022","798","151","647","420","214","206","8601","457","9","448","1341","58","1283","1783","91","1692","3542","434","3108","935","157","778","543","262","281","0.3742","51101"
"G5101030","2016-2020","VA","","","Virginia","51","Lancaster County","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51103","Lancaster County, Virginia","","10686","10080","0","127","276","203","10537","1536","353","20","0","10","0","0","0","7","28","2","78","65","29","114","1183","128","0","53","11","0","353","106","106","56","43","91","147","89","9001","4387","170","15","203","107","41","43","179","510","388","391","749","874","717","4614","92","18","135","142","10","127","102","381","227","673","911","915","881","10537","1536","148","63","364","488","270","181","22","9001","295","338","470","3625","2675","1056","542","10537","4740","190","0","190","419","14","405","724","126","598","1673","257","1416","903","175","728","831","343","488","5797","220","0","220","849","57","792","695","46","649","2001","269","1732","1062","151","911","970","350","620","0.5566","51103"
"G5101050","2016-2020","VA","","","Virginia","51","Lee County","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51105","Lee County, Virginia","","23723","23266","65","49","101","242","22147","6086","2849","256","0","360","221","54","116","163","576","269","316","357","65","96","3237","201","27","341","119","19","184","146","453","357","514","316","126","434","16061","8122","301","60","283","314","80","163","613","684","966","1132","1353","1397","776","7939","297","32","426","195","94","78","542","689","886","1073","1474","1381","772","22147","6086","484","701","713","3274","384","497","33","16061","690","709","924","8082","4108","1308","240","22258","11035","579","14","565","1693","157","1536","2036","336","1700","4393","1207","3186","1462","573","889","872","450","422","11223","498","0","498","1562","39","1523","1830","133","1697","4620","1637","2983","1507","636","871","1206","751","455","0.4652","51105"
"G5101070","2016-2020","VA","","","Virginia","51","Loudoun County","107","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51107","Loudoun County, Virginia","","405312","293173","2146","7824","60821","41348","403125","13016","4918","357","79","538","209","147","278","573","560","441","651","500","276","309","8098","502","68","631","214","97","160","1478","1277","1204","832","618","340","677","390109","195149","13938","2976","19094","10530","2802","6436","14617","22454","33470","31778","20745","10291","6018","194960","13272","3044","18770","9528","2817","6453","13216","23324","33999","30531","20266","11749","7991","403125","13016","1006","1169","1105","7585","1165","731","255","390109","33230","37864","38566","227348","39092","10168","3841","402921","199462","14411","32","14379","43535","1466","42069","37884","1608","36276","86738","4236","82502","10567","1600","8967","6327","2756","3571","203459","14040","101","13939","42007","816","41191","39232","1738","37494","87423","4300","83123","12089","1995","10094","8668","3833","4835","0.3922","51107"
"G5101090","2016-2020","VA","","","Virginia","51","Louisa County","109","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51109","Louisa County, Virginia","","36654","34936","10","292","780","636","36372","4136","1598","273","18","74","22","0","6","204","208","162","187","258","142","44","2538","194","46","124","103","0","57","272","312","351","419","302","270","88","32236","16263","795","216","1227","410","135","445","1200","1633","1942","2325","2666","2083","1186","15973","662","146","1147","597","298","229","928","1818","1802","2103","2847","2083","1313","36372","4136","531","198","188","2361","726","122","10","32236","1819","2374","2114","16130","7300","2078","421","36542","17936","1068","0","1068","2645","265","2380","3245","370","2875","7523","1301","6222","2225","541","1684","1230","619","611","18606","951","0","951","2747","94","2653","3330","262","3068","7824","1334","6490","2353","720","1633","1401","627","774","0.4421","51109"
"G5101110","2016-2020","VA","","","Virginia","51","Lunenburg County","111","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51111","Lunenburg County, Virginia","","12294","11869","11","40","140","234","11314","1685","771","86","7","80","74","20","5","80","84","70","41","127","45","52","914","43","0","59","38","53","35","111","57","151","73","53","91","150","9629","4564","241","11","204","213","96","32","341","524","545","550","713","745","349","5065","291","180","289","161","88","101","321","397","533","587","893","723","501","11314","1685","136","139","225","731","252","133","69","9629","723","493","691","4488","2384","570","280","11334","5350","327","0","327","761","17","744","1025","63","962","2046","343","1703","790","240","550","401","262","139","5984","334","0","334","1009","13","996","886","104","782","2290","564","1726","814","295","519","651","406","245","0.4190","51111"
"G5101130","2016-2020","VA","","","Virginia","51","Madison County","113","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51113","Madison County, Virginia","","13208","12690","0","113","220","185","13014","1252","542","31","0","40","5","0","1","14","35","148","11","48","115","94","710","102","0","33","32","0","78","152","72","144","4","5","43","45","11762","5712","239","47","498","137","77","137","346","759","535","763","924","771","479","6050","236","101","386","264","31","207","286","583","475","952","1121","859","549","13014","1252","133","73","116","633","158","139","0","11762","623","884","853","5799","2575","886","142","13074","6314","300","0","300","972","30","942","1154","80","1074","2429","365","2064","886","360","526","573","304","269","6760","338","0","338","1132","52","1080","1093","10","1083","2701","330","2371","902","85","817","594","152","442","0.4535","51113"
"G5101150","2016-2020","VA","","","Virginia","51","Mathews County","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51115","Mathews County, Virginia","","8760","8587","0","29","140","4","8667","733","412","82","0","47","0","27","71","21","71","3","22","19","49","0","321","0","0","0","0","0","0","36","47","3","45","188","2","0","7934","3923","125","45","210","56","52","100","333","264","423","489","668","658","500","4011","107","17","199","41","0","140","203","216","414","580","717","750","627","8667","733","82","47","98","302","204","0","0","7934","294","409","389","3398","2317","881","246","8654","4322","207","0","207","608","210","398","676","150","526","1624","182","1442","707","146","561","500","157","343","4332","107","0","107","397","0","397","502","84","418","1947","250","1697","752","87","665","627","337","290","0.4532","51115"
"G5101170","2016-2020","VA","","","Virginia","51","Mecklenburg County","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51117","Mecklenburg County, Virginia","","30726","29576","0","79","390","681","29672","5034","2157","216","12","268","207","33","42","273","202","137","187","280","182","118","2877","221","34","227","137","72","98","259","264","258","319","473","224","291","24638","12200","539","121","627","351","93","350","809","1487","1192","1509","2028","1917","1177","12438","499","31","626","475","95","230","772","1194","1248","1609","2071","2112","1476","29672","5034","483","495","589","2304","754","229","180","24638","1190","1253","1594","11613","6335","1946","707","29792","14409","755","7","748","2156","196","1960","2771","321","2450","5333","979","4354","2099","520","1579","1295","630","665","15383","762","7","755","2051","91","1960","2489","243","2246","5978","1139","4839","2336","616","1720","1767","1021","746","0.4694","51117"
"G5101190","2016-2020","VA","","","Virginia","51","Middlesex County","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51119","Middlesex County, Virginia","","10642","10236","0","155","160","91","10226","991","312","8","0","17","33","0","13","36","49","16","12","65","50","13","679","47","0","0","0","0","0","83","111","59","43","155","72","109","9235","4696","127","22","332","145","70","118","243","377","379","632","698","777","776","4539","165","68","295","100","6","52","267","343","307","537","910","870","619","10226","991","55","17","46","532","219","46","76","9235","382","627","491","3795","2545","1025","370","10318","5076","166","0","166","787","19","768","705","18","687","1802","329","1473","827","158","669","789","307","482","5242","231","0","231","526","37","489","804","104","700","2011","269","1742","942","209","733","728","284","444","0.4402","51119"
"G5101210","2016-2020","VA","","","Virginia","51","Montgomery County","121","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51121","Montgomery County, Virginia","","98495","88587","179","1339","2843","5547","88868","20879","10794","374","74","312","73","45","119","7646","848","482","318","245","250","8","10085","188","66","561","174","8","90","5867","1006","780","487","632","114","112","67989","34656","1682","230","1988","1681","374","706","2650","5967","4922","4774","4440","3124","2118","33333","1832","222","1912","1068","310","837","1975","5423","3954","4767","4523","3725","2785","88868","20879","702","873","509","17780","895","76","44","67989","3966","3900","4976","38415","11829","3601","1302","97821","50477","2099","0","2099","5703","360","5343","22082","1370","20712","15093","1560","13533","3374","662","2712","2126","913","1213","47344","2061","52","2009","5348","111","5237","18096","985","17111","15103","1965","13138","3839","689","3150","2897","1572","1325","0.4912","51121"
"G5101250","2016-2020","VA","","","Virginia","51","Nelson County","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51125","Nelson County, Virginia","","14812","14205","0","88","268","251","14720","1687","684","12","0","57","10","28","21","120","57","59","41","116","95","68","1003","0","47","55","10","0","33","29","68","99","185","328","30","119","13033","6682","456","38","474","167","42","141","512","631","599","846","1079","1154","543","6351","182","50","464","132","51","93","433","583","641","752","1007","1288","675","14720","1687","59","112","102","872","355","145","42","13033","726","938","626","5927","3598","825","393","14766","7412","480","0","480","1012","12","1000","1320","136","1184","2740","199","2541","1249","301","948","611","210","401","7354","182","0","182","935","15","920","1113","14","1099","3012","384","2628","1318","221","1097","794","503","291","0.4824","51125"
"G5101270","2016-2020","VA","","","Virginia","51","New Kent County","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51127","New Kent County, Virginia","","22310","21150","8","279","355","518","21630","1039","290","22","6","0","46","0","0","0","0","91","0","92","19","14","749","85","0","80","0","0","0","94","101","59","45","71","43","171","20591","10515","550","103","704","434","121","248","804","1228","1389","1606","1537","1272","519","10076","406","157","782","284","79","228","482","1149","1334","1580","1785","1210","600","21630","1039","113","80","46","452","163","183","2","20591","1216","1486","1394","11346","4030","916","203","21552","10696","572","0","572","1678","202","1476","1997","70","1927","4625","376","4249","1291","335","956","533","159","374","10856","493","0","493","1639","30","1609","1826","34","1792","4874","359","4515","1253","288","965","771","243","528","0.3700","51127"
